This file contains the result of GNN0 on test set.
 MAE: 352.4808 s RMSE: 512.3610 s.
The result table is:
                                                                                                                                       smiles    real_rt    pred_rt
258                                                                                               CC1=C(C=CC=C1NC2=C(C=CC=N2)C(=O)O)C(F)(F)F  12.600000  10.284316
259                                                                                                                          C(C(C(C=O)O)O)O   1.470000   2.972494
260                                                                                CC1C=C(C(C2(C1CC3C4(C2C(=O)C(=C(C4CC(=O)O3)C)OC)C)C)OC)OC   7.133100   6.868521
261                                                                                                     CCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N  11.200000   6.265151
262                                                                                                              C1=CC(=CC=C1C(CC(=O)O)CN)Cl   1.240000   8.649163
263                                                                                                       C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O   1.390000   2.965419
264                                                                                                    C=CCOC(CN1C=CN=C1)C2=C(C=C(C=C2)Cl)Cl  21.300000  11.777220
265                                                                               C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)OS(=O)(=O)O   2.820000  16.154518
266                                                                                                                     C1=CC(=C(C=C1CCO)O)O   8.550000   8.346848
267                                                                                                                         C(CC(=O)O)C(=O)O   4.975000   0.854766
268                                                                                                  C1CC2C(C(CC1N2)OC(=O)C3=CC=CC=C3)C(=O)O   5.100000   8.041194
269                                                                                                                            C(CCN)CC(=O)O   7.100000   6.312519
270                                                                                                               C1=CC=C(C=C1)C(=O)NCC(=O)O   2.120000   4.324791
271                                                                                                                           C(CP(=O)(O)O)N  15.010000   1.679457
272                                                                                                                   C(CC(C(=O)O)N)CN=C(N)N   0.900000   5.538866
273                                                                                                           CC(C)CC(=O)OC(C)(CCC=C(C)C)C=C   6.999883  12.550771
274                                                                                                    CC1CCC2C1C(OC=C2COC(=O)C)OC(=O)CC(C)C   7.047000   7.082830
275                                                                                                    COC1=CC=C(C=C1)C(C2CC2)(C3=CN=CN=C3)O   7.720000   7.992498
276                                                                                                         C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O   4.670000   6.453322
277                                                                                                              CC1=CC=C(C=C1)C(=O)NCC(=O)O   6.700000   9.062816
278                                                                                                   CCC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C)O  11.280000  18.013830
279                                                                                                       CC=CC1=CC(=C(C=C1)OCC2=CC=CC=C2)OC   8.849583  15.714361
280                                                                                                                    CCCCCCCCCCCCCCCC(=O)O  10.645267  17.869719
281                                                                                                               CC(=CCNC1=NC=NC2=C1NC=N2)C   1.320000   2.503548
282                                                                                                 CCOC1C(C2=C(O1)C=CC(=C2)OS(=O)(=O)C)(C)C   9.890000  17.034990
283                                                                                                                  C(CC(=O)NCCO)C(C(=O)O)N   1.673583   5.467208
284                                                                                                                     CC1NC(SC(S1)C)CC(C)C   4.373567   4.316912
285                                                                                              CC12CCC3=C(C1CCC45C2CCC(C4)C(C5)(CO)O)C=CO3   9.332000  19.818527
286                                                                                 CN1C(CCC1=O)C2=C[N+](=CC=C2)C3C(C(C(C(O3)C(=O)[O-])O)O)O   1.400000   2.209060
287                                                                                                                        C1CC(=O)NC1C(=O)O   1.100000   2.327763
288                                                                                                               COC1=CC(=CC(=C1O)OC)C(=O)O  15.500000  10.548120
289                                                                                                    C1=CC=C(C=C1)CC(=O)NC(CCC(=O)N)C(=O)O   6.000000   3.263336
290                                                                                                               C[N+]1=CC=CC(=C1)C(=O)[O-]   0.900000   2.268614
291                                                                                                  CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O  10.310000  26.884026
292                                                                                                      CCCCCC=CCC(C=CC=CC=CC(CCCC(=O)O)O)O  39.520000  25.844433
293                                                                                 C1CN(CCN1CC=CC2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F  21.000000  14.238774
294                                                                                                                             CC(CN)C(=O)O   0.190000   7.996833
295                                                                                                               C(CSCC(C(=O)O)N)C(C(=O)O)N  15.380000   3.344884
296                                                                                                                 C1=CC(=C(C=C1CC(=O)O)O)O   2.550000   4.740219
297                                                                                                                       C1=C(NC=N1)CC(CO)N  16.990000   1.411164
298                                                                                                                C1=NC2=C(N1)C(=O)NC(=N2)N   3.215000   3.270229
299                                                                C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O  14.790000   9.444266
300                                                                                                CC12CCC3C(C1CCC2C(=O)CO)CCC4=CC(=O)CCC34C   9.600000  14.578712
301                                                                                                                 CCC(C)CCCCCCCCCCCCC(=O)O  13.769250  14.982080
302                                                                                     CC1=CC(=O)CC(C1(C=CC(C)OC2C(C(C(C(O2)CO)O)O)O)O)(C)C   3.030783  10.891262
303                                    CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O  21.700000  12.888746
304                                                                                                              CCOP(=S)(OCC)SCCS(=O)(=O)CC   8.760000   8.586013
305                                                                                           CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C2C(=O)CCCC2=O)Cl  18.580000  14.227703
306                                                                                                                             CC(C)CC(=O)O  14.090950   8.391752
307                                                                                                   C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N   0.950000   5.590824
308                                                                                         C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O  14.170000   6.718975
309                                                                                                 CC(C1CC1)C(CN2C=NC=N2)(C3=CC=C(C=C3)Cl)O  11.500000  12.936009
310                                                                                                                       CC(=O)NC(CS)C(=O)O   7.995000   3.174973
311                                                                                              CC1=CC2C(C(C1=O)O)(C3(CC(C(C34CO4)O2)O)C)CO   2.830000   4.700737
312                                      CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O)OC(=O)CCCCCCCCCCCCCCC   8.181100  12.167554
313                                                                                                                C1=CC(=CC=C1CC(C(=O)O)N)O   0.830000   3.732204
314                                                                                                              C1=CC=C2C(=C1)C3=C(N2)SN=C3   4.193233   8.968764
315                                                                                                                       CC1=C(NC(=O)N=C1)N  11.630000   2.246354
316                                                                                     C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCC(C(=O)O)N)O)O)N  10.600000   5.191450
317                                                                                                               C1=CC(=C(C=C1C=CC(=O)O)O)O   7.600000   8.991881
318                                                                                                                           C[N+](C)(C)CCO   0.170000   7.375909
319                                                                                                                          CC1=C(SC=N1)CCO   1.080000  13.490709
320                                                                                       CC(C(=O)O)OC1=CC=C(C=C1)OC2=C(C=C(C=N2)C(F)(F)F)Cl  11.790000  12.873339
321                                                                                                                C1=NC2=C(N1)C(=O)NC(=N2)N   1.100000   3.270228
322                                                                                                                       C(CCC(=O)O)CC(=O)O  15.500000   2.772000
323                                                                                                                           C1=C(NC=N1)CCN   0.570000   9.535651
324                                                                                                                C1=CC(=CC=C1CC(C(=O)O)N)O   0.610000   3.732204
325                                                     CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C=CC3=CC(=C(C=C3)O)O)CO)OCCC4=CC(=C(C=C4)O)O)O)O)O)O   4.600000   9.464950
326                                                                                                      CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O   8.070000  17.130787
327                                                                                                                   C1=CC=C(C=C1)C=CC(=O)O  31.800000  12.697891
328                                                                                                         CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C   4.750000   4.647763
329                                                                                                                         C(CC(C(=O)O)N)CN   1.100000   9.336480
330                                                                                                                        C1=C(NC(=O)N=C1)N   0.650000   2.559147
331  CC1C(NC(=O)C(NC(=O)C(C(NC(=O)C(NC(=O)C(NC(=O)C(=C)N(C(=O)CCC(NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)CCCN=C(N)N)C=CC(=CC(C)C(CC2=CC=CC=C2)OC)C  10.200000   4.201989
332                                                                                            C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O  37.700000  16.000397
333                                                                                                                             CN(C)CC(=O)O   0.490000   4.499762
334                                                                               CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C  15.200000  21.821728
335                                                                                                                COC1=C(C=CC(=C1)CC(=O)O)O   3.695000   8.903919
336                                                                                                                    CC(C)(CC(=O)O)CC(=O)O   5.040000   4.602331
337                                                                                                                 C(C1C(C(C(C(O1)O)O)O)O)O  11.890000   5.257782
338                                                                                                                            CC=CC=CC(=O)O  25.060700   3.754700
339                                                                                                               CC(C)(C)NC1=NC(=O)NC(=N1)N   3.240000   3.560491
340                                                                                                               CC(=CCNC1=NC=NC2=C1NC=N2)C   5.260000   2.503547
341                                                                                                               C[N+](C)(C)CC(CC(=O)[O-])O  10.900000   4.158726
342                                                                                            C1=CC(=CC=C1C(=O)O)OC2C(C(C(C(O2)C(=O)O)O)O)O   1.060000  -0.569457
343                                                                                                             C[N+](C)(C)CCCCC(C(=O)[O-])N  20.700000  14.619986
344                                                                                                                   C1=CC(=CC=C1CCC(=O)O)O  11.680000   5.697695
345                                                                                                 C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(NC2=O)N   6.204000   4.741761
346                                                     CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C=CC3=CC(=C(C=C3)O)O)CO)OCCC4=CC(=C(C=C4)O)O)O)O)O)O  15.820000   9.464950
347                                                                                                                 C[N+](C)(C)CCCCC(=O)[O-]   6.010000   5.561312
348                                                                                               C1=CC(=CC(=C1)O)CC(CO)C(CC2=CC(=CC=C2)O)CO  10.640000   3.481166
349                                                                                                                                  CC(CN)O   8.655000   3.348279
350                                                                                                        C(C1C(C(C(C(O1)O)O)O)O)OP(=O)(O)O   0.750000   5.394191
351                                                                                                                          CC(C)C(C(=O)O)N   7.210000   4.286238
352                                                                                     COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC   7.670000   8.619653
353                                                                                                                CCCCCC(CCCCCCCCCCC(=O)O)O  11.439500  14.977839
354                                                                                                                      C(C(COP(=O)(O)O)O)O  14.100000   3.120775
355                                                                                                                              CC(C(=O)O)N  13.740000   4.869442
356                                                                                                               C1=CC=C(C=C1)C(=O)NCC(=O)O   4.400000   4.324792
357                                                                                                                       CCCOC(=O)NCCCN(C)C   2.280000   6.873093
358                                                                                                                      CC(C)CC(=O)NCC(=O)O   4.600000   5.233763
359                                                                                                                   C1=NC2=C(N1)C(=O)NC=N2   7.880000   2.065427
360                                                                                                                 C1=CC=C2C(=C1)C(=CN2)CCO   1.820000  16.175810
361                                                                                                              C1=CC(=CC=C1C(=O)NCC(=O)O)O   2.186100   5.104972
362                                                                                                                         CCSC(=O)N1CCCCC1  10.470000   5.531274
363                                                                                                                      C1=CC(=CC(=C1)O)C=O  20.300000   3.010948
364                                                                                                                   C(CC(C(=O)O)N)CN=C(N)N   0.640000   5.538866
365                                                                                                                   CS(=O)(=O)CCC(C(=O)O)N   1.899017   3.284665
366                                                                                                              CNC(=O)OC1=CC=CC2=CC=CC=C21   7.910000   9.213074
367                                                                                                        C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O   0.660000   4.942815
368                                                                                  C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCSC4=CC=CC=C4   2.864300  10.936008
369                                                                                                                      C(CCC(=O)O)CCC(=O)O   3.472433   4.017774
370                                                                                                  C1=CC2=C(C=C1O)OC(=O)C3=CC(=C(C=C23)O)O   5.110000  14.462120
371                                                                                      CC(C)C(C)C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C  14.400000  23.510185
372                                                                                                                   C1=CC=C(C=C1)C=CC(=O)O  16.190000  12.697893
373                                                                                                             C1=CC(=CC=C1C(=O)NCCC(=O)O)N   4.591617   4.057481
374                                                                                                                      C(=O)(C(=O)O)C(=O)O   2.050000  14.463335
375                                                                                                                 C(C1C(C(C(C(O1)O)O)O)O)O   1.348750   5.257781
376                                                                                                                     C1=CC(=C(C=C1CCO)O)O   2.266000   8.346848
377                                                                                                            CC1=CC(=NC(=N1)NC2=CC=CC=C2)C   9.860000  12.468876
378                                                                                      CC(C)C(C)C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C  15.100000  23.510189
379                                    CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O   5.900000  11.645964
380                                                                                                                   C1C(NC(=O)NC1=O)C(=O)O   0.770000   3.854974
381                                                                                                     CCOC(=O)C1CC(=O)C(=C(C2CC2)O)C(=O)C1   8.900000  17.320141
382                                                                                             C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)O)O   7.990000   6.374187
383                                                                                                            CCN(CC)C(=O)SCC1=CC=C(C=C1)Cl  12.920000  12.965096
384                                                                                               CC1(CCC(C1(CN2C=NC=N2)O)CC3=CC=C(C=C3)Cl)C  11.920000  18.032843
385                                                                                                                   C(C(C(=O)O)O)(C(=O)O)O   1.650000   3.610680
386                                                                                                        C(C1C(C(C(C(O1)O)O)O)O)OP(=O)(O)O  14.200000   5.394191
387                                                                                                               C1=CC(=C(C=C1C=CC(=O)O)O)O  20.700000   8.991881
388                                                                                             CCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C  13.470000  11.294576
389                                                                                                                 CC(CO)(C(COP(=O)(O)O)O)O   1.636888   6.747245
390                                                                                                                      CNC(CCC(=O)O)C(=O)O   0.660000   6.257612
391                                                                                                                                   CCCC=O   1.710000   6.256724
392                                                                                         C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O   6.550000  18.229866
393                                                                                              C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F  10.040000  12.796327
394                                                                                                      C1=CC=C2C(=C1)C3=C(C=C(C=C3)O)OC2=O   7.186000  15.255291
395                                                                                                            CN1C2=C(C3=NC=CN=C3C=C2)N=C1N   4.591617   4.107801
396                                                                                                           C1=CC=C2C(=C1)C=CC3=C2C=CC=C3O   1.885350   0.960828
397                                                                                                                   C1=NC2=C(N1)C(=O)NC=N2   8.770000   2.065426
398                                                                                                           CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N   2.600000   6.579633
399                                                                                      CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl   7.040000   5.925564
400                                                                                                        C1=CC=C(C=C1)CCC(C(CF)(C(=O)O)N)O   2.000000   8.323733
401                                                                                                                   CC1(C2CCC1(C(=O)C2)C)C  36.500000  17.418474
402                                                                                                                     C1=C(C=NC=C1O)C(=O)O   6.400000   3.204478
403                                                                                                                     C1=CC=NC(=C1)CC(=O)O   4.670000   2.288942
404                                                                                                                           C(C(C(=O)O)N)S   7.625000   4.666998
405                      COC1=C(C=CC(=C1)C=CC(=O)OCC2C(C(C(C(O2)OC3=C(C(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)O)O)O)C6C(C(C(C(O6)CO)O)O)O)O)O)O)O   6.229167   8.898564
406                                                                                                                      C1=CC(=CC=C1C=CCO)O   1.615922   2.942637
407                                                                                                                C(C1C(C(C(C(=O)O1)O)O)O)O   0.640000   3.730343
408                                                                                                                    CC(C)(CCC(=O)O)C(=O)O   6.000000   5.666077
409                                                                                            COC1=C(C=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O)O   9.670000  17.261395
410                                                                                     COC1=C(C=C(C=C1)C=CC(=O)O)OC2C(C(C(C(O2)C(=O)O)O)O)O   4.250000   0.956753
411                                                 CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(C(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)OC)O)OC)O)O)O)O)O)O  14.260000  10.610127
412                                                                                                               C(CSCC(C(=O)O)N)C(C(=O)O)N  10.453000   3.344884
413                                                                                                       C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O   5.665553   2.965419
414                                                                                                        C1=CC2=C(C(=C1)O)NC(=CC2=O)C(=O)O   9.540000   5.728500
415                                                                                     CN1CCCC1C2=C[N+](=CC=C2)C3C(C(C(C(O3)C(=O)[O-])O)O)O   1.300000   3.876815
416                                                                                                                 C(CCN)CC(C(=O)NCC(=O)O)N   3.148317   7.495831
417                                                                                                  CC1(CCCCC1)C(=O)NC2=C(C(=C(C=C2)O)Cl)Cl  11.480000  19.520437
418                                                                                                                    CC1C(C(C(C(O1)O)O)O)O   0.210000   5.738949
419                                                                                                                     C1=CC(=C(C=C1C=O)O)O   2.180000   3.638243
420                                                                                                             C(C(=O)O)C(CC(=O)O)(C(=O)O)O   3.039115   5.090977
421                                                                                          CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O  18.544000   8.605868
422                                                                                                                        C(CCN)CC(C(=O)O)N   0.150000   7.723025
423                                                                    COC1=CC(=CC(=C1O)O)C2=[O+]C3=CC(=CC(=C3C=C2OC4C(C(C(C(O4)CO)O)O)O)O)O  22.300000  11.032598
424                                                                                                CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O   4.260000   5.622026
425                                                                                                                        C1=CC(=CC=C1C=O)O   3.418000   5.743999
426                                                                                                              CN1C(=O)C2=C(NC(=O)N2)NC1=O   4.100000   2.834419
427                                                                                   CCC1=CC=C(C=C1)C(=O)NN(C(=O)C2=CC(=CC(=C2)C)C)C(C)(C)C  11.470000  12.223288
428                                                                                            C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O  43.800000  16.000397
429                                                                                                           CN1C2=C(C(=O)N(C1=O)C)NC(=O)N2   6.300000   3.807197
430                                                                                             C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O   1.590000  23.290295
431                                                                                                                      C1=CC=C(C=C1)C=CC=O   7.270000  -0.624913
432                                                                                                       CCC1=CC=CC(=C1N(C(C)COC)C(=O)CCl)C  26.670000  19.761028
433                                                                                                                    COC1=C(C=CC(=C1)C=O)O   4.060000  14.095003
434                                                                             C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2OC3C(C(C(C(O3)CO)O)O)O)O)O)O   7.090000  19.751286
435                                                                                                                 CCCCCCCCCCCCCC(=O)OC(C)C  13.907467  18.932095
436                                                                                       C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O  13.140000  21.693266
437                                                                                                      C1=CC2=C(C(=C1)Cl)N(C(=O)S2)CC(=O)O   4.590000   8.138215
438                                                                                                                    CC1C(C(C(C(O1)O)O)O)O   0.700000   5.738950
439                                                                                                                 C1=CC(=CC(=C1)O)CCC(=O)O   4.510000   4.816443
440                                                                                                                     CC(CC(=O)O)(C(=O)O)O   1.230000   4.755644
441                                                                                                                      C(C(C(=O)O)N)C(=O)N   1.484340   5.908278
442                                                                              CC(C(=O)NC1=C(C(=C(C(=C1I)C(=O)NC(CO)CO)I)C(=O)NC(CO)CO)I)O   1.200000   2.351564
443                                                                                                     CC12CCC3C(C1CCC2O)CC=C4C3(CCC(C4)O)C  12.920000  21.565365
444                                                                                                           CN1C2=C(C(=O)N(C(=O)N2)C)NC1=O   2.693383   2.465967
445                                                                                                               C1C(C(C(CC1(C(=O)O)O)O)O)O   7.700000   3.490645
446                                                                           C1C(OC2=CC(=CC(=C2C1=O)O)OC3C(C(C(C(O3)CO)O)O)O)C4=CC=C(C=C4)O  19.530000  14.887803
447                                                                                                                    CC(C)C1=CC=C(C=C1)C=O  38.600000  15.516106
448                                                                                                 CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34   4.695267  11.069984
449                                                                                                        CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O   6.700000   5.702671
450                                                                                          CCOP(=S)(C1=CC=CC=C1)OC2=CC=C(C=C2)[N+](=O)[O-]  12.220000  11.326561
451                                                                                                                     C1=CC(=C(C=C1O)O)C=O  14.730000   5.708395
452                                                                                                      C1=CC(=C(C(=C1)O)N)C(=O)CC(C(=O)O)N   6.824000   6.973457
453                                                                                                             C1=CC=C2C(=C1)C(=CN2)CC(=O)N   5.370000   3.024662
454                                                                                      CC1=C2C(C3C(CC1)C(=C)C(=O)O3)C(=CC2=O)COC(=O)C(=O)O  14.470000  18.733240
455                                                                                                                           C[N+](C)(C)CCO   1.400000   7.375910
456                                                                                                             CC(=O)NC(CC1=CC=CC=C1)C(=O)O   1.584000   5.995870
457                                                                                                               CN(C)S(=O)(=O)NC1=CC=CC=C1   6.300000   6.272619
458                                                                                                                 C(C1C(C(C(C(O1)O)N)O)O)O   0.590000   9.625986
459                                                                                                                     C(CC(=O)N)C(C(=O)O)N   0.900000   6.664690
460                                                                                       CCOC(=O)C(C)OC1=CC=C(C=C1)OC2=NC3=C(O2)C=C(C=C3)Cl  12.720000  13.152267
461                                                                                                                           C(C(C(=O)O)O)O   1.916705   2.577411
462                                                                                                              CC(C)(C)NC1=NC(=NC(=N1)N)Cl  21.900000   9.489024
463                                                                                                C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N   0.700000   3.682202
464                                                                                                        C1=CC=C(C=C1)OC2=CC=CC(=C2)C(=O)O  11.500000  11.036428
465                                                                                                                     C1=CC(=C(C=C1C=O)O)O  16.200000   3.638244
466                                                                                                                       CCCCN(CC)C(=O)SCCC  12.140000  10.668116
467                                                                                                           CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC   6.090000   7.083498
468                                                                                 CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)OC3C(C(C(C(O3)C(=O)O)O)O)O   3.943800   4.660862
469                                                                                                            CCCCCC=CCC=CCC=CCC=CCCCC(=O)O  47.000000  20.361023
470                                                                                                        CC(=O)NC(CCC[NH+]=C(N)N)C(=O)[O-]  12.300000   5.535096
471                                                                                                  C1CC1(C(CC2=CC=CC=C2Cl)(CN3C=NC=N3)O)Cl  25.600000  12.198843
472                                                                      C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2OC4C(C(C(C(O4)CO)O)O)O)O)O)O)O   3.040000   9.685606
473                                                                                                             CNC(=O)N(C)C1=NC2=CC=CC=C2S1  19.400000   9.947619
474                                                                                                               C1=CC=C(C=C1)C(=O)NCC(=O)O   5.510000   4.324792
475                                                                                                        CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2   7.710000  12.865463
476                                                                                                 CC(C)C(C(=O)OCCOCN1C=NC2=C1N=C(NC2=O)N)N   2.447067   6.232317
477                                                                                                         CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O  19.800000   6.764533
478                                                                                                       C(CCNC(CCC(=O)O)C(=O)O)CC(C(=O)O)N  13.300000   6.589170
479                                                                                                                 CCCCCCC=CCCCCCCCCCC(=O)O  16.710000  21.516747
480                                                                                                                C1=CC=C(C(=C1)C=CC(=O)O)O  19.730000  27.872644
481                                                                                                                    CC1=NC=C(C(=C1O)CO)CO   0.530000   4.366971
482                                                                                                       C1=CC=C(C=C1)N2C(=O)C(=C(C=N2)N)Cl   5.200000   9.089002
483                                                                                      CCCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)O  11.260000   8.948651
484                                                                                                           CC(C)C(=O)OCC1=CC2=C(C=C1)OCO2   5.203550  29.563807
485                                                                                                            CCCCCCC=CCCCCCCCC(=O)OCC(CO)O  17.500000  13.259713
486                                                                                                                        C(CCN)CC(C(=O)O)N  16.050000   7.723025
487                                                                                                                 C1=CC(=C(C=C1CC(=O)O)O)O   4.110000   4.740220
488                                                                                                  C1=C(NC=N1)CC(C(=O)NC(=O)CCC(C(=O)O)N)N   2.447067   7.278383
489                                                                                                           C1CC(NC1)C(=O)N2CC(CC2C(=O)O)O   8.403000   5.821037
490                                                                                                                                   C(CO)N  12.890000   8.859070
491                                                                    CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)Cl)O)C)C)OC(=O)CC  12.300000  13.169827
492                                                                                                                C1=C(C=C(C(=C1Br)O)Br)C#N   8.300000   8.866442
493                                                                                            C(C1C(C(C(C(O1)OCC2C(C(C(O2)(CO)O)O)O)O)O)O)O  13.630000   4.668948
494                                                                                                                     C1=CC(=C(C=C1CCO)O)O   2.050000   8.346848
495                                                                                                              CC(C)(C)NC1=NC(=NC(=N1)N)Cl   7.600000   9.489023
496                                                                                                                      C(C(C(C(C=O)O)O)O)O   1.407500   4.152899
497                                                                                                         CC#CC1=NC(=NC(=C1)C)NC2=CC=CC=C2  10.710000  11.096167
498                                                                                                                            CCCCCCCC(=O)O   1.400000  21.188473
499                                                                                                           C1=CC(=C(C(=C1)O)OS(=O)(=O)O)O  18.450000   4.067783
500                                                                                                            CN1C=NC=C1CC(C(=O)O)NC(=O)CCN  16.130000   6.360551
501                                                                                                                               CC(C)COC=O  14.090950  16.861134
502                                                                                                      CCCC(CN1C=NC=N1)C2=C(C=C(C=C2)Cl)Cl  11.610000  12.817924
503                                                                                                            CC1=CC=C(C=C1)NS(=O)(=O)N(C)C   7.500000   7.866343
504                                                                                                       CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO   0.610000   7.703365
505                                                                            C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O   0.600000  15.518318
506                                                                                                                 CCCCCC(C)CCCCCCCCCC(=O)O  14.078383  15.461247
507                                                                              COC1=C(C=CC(=C1)C=CC2=CC(=CC(=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O  26.130000  10.621593
508                                                                                            C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O   9.977030  16.000397
509                                                                                                                  CN1C(CCC1=O)C2=CN=CC=C2   1.900000   2.932394
510                                                                                                    CCCCC(CN1C=NC=N1)(C#N)C2=CC=C(C=C2)Cl  10.640000  10.249896
511                                                                                        C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(NC2=O)N   0.810000   7.176066
512                                                                                                        COP(=S)(OC)OC1=NC(=C(C=C1Cl)Cl)Cl  14.000000  27.735935
513                                                                                                                CC1=CC=C(C=C1)C(=O)C(C)NC   4.300000   2.687158
514                                                                    C1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)O)O)O   0.210000  10.792751
515                                                                                      CC(C)(C)C1=CC=C(C=C1)CSC2=C(C(=O)N(N=C2)C(C)(C)C)Cl  13.990000  17.614170
516                                                                                                  CCCCCC(C=CC1C(C(CC1=O)O)CC=CCCCC(=O)O)O  27.600000  15.188279
517                                                                C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=C(C=C(C=C2)OC3=C(C=C(C=C3)C(F)(F)F)Cl)F)F  13.540000  13.931982
518                                                                                                                        C(CC(=O)O)CC(=O)O  10.240000   4.523824
519                                                                                        C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)NC(=O)NC2=O   0.480000   8.616913
520                                                    CCCCC(C)C(C(CC(C)CCCCCCC(CC(C(C)N)O)O)OC(=O)CC(CC(=O)O)C(=O)O)OC(=O)CC(CC(=O)O)C(=O)O  11.010000  11.691685
521                                                                                                  C1=CC(=C(C=C1CC(C(=O)O)N)[N+](=O)[O-])O   3.770000  10.264416
522                                                                                                                  C1CC1NC2=NC(=NC(=N2)N)N   1.450000   3.460542
